m,total_distance_mean,fitness_mean,balance_metric_mean,exec_time_mean,memory_current_MB_mean,memory_peak_MB_mean,converged_gen_mean,convergence_speed_mean,total_distance_std,fitness_std,balance_metric_std,exec_time_std,memory_current_MB_std,memory_peak_MB_std,converged_gen_std,convergence_speed_std
1,761.1130000000002,106.30866480009483,761.1130000000002,106.30866480009483,0.0,0.0,140.27484853267669,25.71622766951333,0.83368465,0.13651279199642985,1.5275339,0.1391542181360023,24.55,9.4950125412184,41.68174714572098,23.979383243482033
2,1116.2670000000003,53.626530070184636,560.5615,26.98405050844118,3.3939999999999855,3.5164940674364846,150.3025019645691,26.249404040927708,0.9210441000000001,0.19389988568952413,1.6097687999999999,0.19274740630587509,20.15,7.8490696733334016,17.655758755903793,9.970597511109474
3,1286.2935,34.39879943972954,432.8,12.158143036881212,7.15999999999998,4.907546283665137,199.08491690158843,67.78774693901539,0.9418426999999999,0.09805919547535397,1.6423285500000002,0.06859843321018419,17.6,7.036745659300484,11.018568133378894,4.433793790522255
