m,total_distance_mean,total_distance_std,fitness_mean,fitness_std,balance_metric_mean,balance_metric_std,exec_time_mean,exec_time_std,memory_current_MB_mean,memory_current_MB_std,memory_peak_MB_mean,memory_peak_MB_std,converged_gen_mean,converged_gen_std,convergence_speed_mean,convergence_speed_std
1,511.5928174862509,37.90751640560616,511.5928174862509,37.90751640560616,0.0,0.0,0.7106555223464965,0.07065463952131208,0.0055266,0.00019429640948005734,0.028253200000000006,0.00046112409563906685,97.5,6.452253788202105,3.43429010311277,0.7649633009642951
2,638.0129635674188,33.671404352991786,325.36668438684086,16.17474076777899,12.720405206262962,14.83111256989984,1.3606151223182679,0.713032809166949,0.00564,0.00033664802797111717,0.02813255,0.0004452438096144625,95.8,6.485611605294973,1.7199547828992334,0.34252662935977796
3,755.0976876497365,44.39531805009924,260.87307911107706,12.967479346122769,20.841573410242333,14.215846817506913,1.2325226545333863,0.6860899854067983,0.005780350000000001,0.00027736547711410816,0.028409250000000004,0.00038957437976389205,92.3,10.12604770407799,1.1590697011403406,0.2236422972028822
