m,total_distance_mean,fitness_mean,balance_metric_mean,exec_time_mean,converged_gen_mean,convergence_speed_mean,total_distance_std,fitness_std,balance_metric_std,exec_time_std,converged_gen_std,convergence_speed_std
1,1278.503,60.9665958667446,1278.503,60.9665958667446,0.0,0.0,4.0347249746322635,0.7395652456281794,37.1,8.328138731844115,9.259340976426428,1.4679106179115384
2,1429.7544999999998,54.50361779155971,717.5005000000001,27.741776111887752,5.246500000000031,4.650048415141251,3.7999343156814573,0.7886027487764301,29.85,8.791592874056322,4.8796912540358885,2.0107780448291566
3,1574.0900000000001,62.845647004135664,528.5925,21.96746131392854,9.002000000000043,7.246546618544344,3.521074891090393,0.5466329673922422,26.95,7.66725779567005,2.8246952346025465,1.2956785411258478
